url,type,url_len,dot_count,at_count,hyphen_count,undersc_count,slash_count,doubleslash_count,backslash_count,quemark_count,asterisk_count,ampersand_count,equalto_count,percent_count,numeric_count,letter_count,num_to_alpha,domain,port,domain_length,is_https,has_digit,HTTPSDomainURL,tld,subd_count,tld_exists,is_shortened,ip_type,path_depth,dot>3,redirecting//,prefsuff,nonStdPort,domain_entropy,DomainAgeDays,DomainRegLength
http://cursilhocuritiba.com.br/libraries/vendor/DHLAUTO/dhl.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4#n=1252899642&amp;fid=1&amp;fav=1,phishing,311,15,0,0,0,6,1,0,2,0,12,9,0,74,179,0.4111111111111111,cursilhocuritiba.com.br,,23.0,1,0,-1,com.br,0,1,0,-1,4,1,-1,-1,1,3.5555331514269954,8661.0,10227.0
https://www.audioenglish.net/dictionary/united_states_army_rangers.htm,legitimate,70,3,0,0,3,4,1,0,0,0,0,0,0,0,59,0.0,audioenglish.net,,16.0,-1,0,-1,net,1,1,0,-1,2,0,-1,-1,1,3.625,7909.0,8035.0
http://greenvillage.edu.rs/wq-admin/dropbox/proposal,phishing,52,2,0,1,0,5,1,0,0,0,0,0,0,0,43,0.0,greenvillage.edu.rs,,19.0,1,0,-1,edu.rs,0,1,0,-1,3,0,-1,-1,1,3.4058222502856905,6190.0,7305.0
http://hollywoodjesus.com/8g74crec,phishing,34,1,0,0,0,3,1,0,0,0,0,0,0,3,26,0.1111111111111111,hollywoodjesus.com,,18.0,1,0,-1,com,0,1,0,-1,1,0,-1,-1,1,3.5032583347756456,10388.0,10590.0
http://suryaee.com/googledoc/?cba51fb77629deaf1b1810d9d717d3ab854b3210,phishing,70,1,0,0,0,4,1,0,1,0,0,0,0,24,39,0.6,suryaee.com,,11.0,1,0,-1,com,0,1,0,-1,2,0,-1,-1,1,3.2776134368191157,,
http://nl-bnk.com/amsterdamtradebank/ibank/,phishing,43,1,0,1,0,5,1,0,0,0,0,0,0,0,35,0.0,nl-bnk.com,,10.0,1,0,-1,com,0,1,0,-1,3,0,-1,1,1,3.1219280948873624,,
https://www.yelp.com/biz/california-coastal-trail-san-francisco,legitimate,63,2,0,4,0,4,1,0,0,0,0,0,0,0,52,0.0,yelp.com,,8.0,-1,0,-1,com,1,1,0,-1,2,0,-1,-1,1,3.0,8152.0,8766.0
http://184.173.28.174/adobe_flashplayer_7,phishing,41,3,0,0,2,3,1,0,0,0,0,0,0,12,20,0.5714285714285714,184.173.28.174,,14.0,1,1,-1,,0,0,0,1,1,0,-1,-1,1,2.6995138503199656,,
https://www.sites.google.com/site/fivegateways/alphabetical-index-s/salkeld,legitimate,75,3,0,2,0,6,1,0,0,0,0,0,0,0,63,0.0,sites.google.com,,16.0,-1,0,-1,com,2,1,0,-1,4,0,-1,-1,1,3.202819531114783,10432.0,11322.0
http://ankarasoveyapi.com/Cesc/bookmark/index.php?.randInboxLight.aspx?n74256418&amp;=&amp;email=abuse@laugier.com%20&amp;fav.1=&amp;fid=1&amp;fid=4&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;randInboxLightaspxn.1774256418&amp;rand.13InboxLi,phishing,255,12,1,0,0,5,1,0,2,0,10,8,1,47,158,0.29559748427672955,ankarasoveyapi.com,,18.0,1,0,-1,com,0,1,0,-1,3,1,-1,-1,1,3.614369445886757,,
http://boschenmasonry.com/wp-includes/aa.php?p=99x7319q2d817l,phishing,61,2,0,1,0,4,1,0,1,0,0,1,0,10,41,0.23809523809523808,boschenmasonry.com,,18.0,1,0,-1,com,0,1,0,-1,2,0,-1,-1,1,3.4613201402110083,8833.0,9131.0
http://construction.johawaki.com.my/modules/sd/,phishing,47,3,0,0,0,5,1,0,0,0,0,0,0,0,38,0.0,construction.johawaki.com.my,,28.0,1,0,-1,com.my,1,1,0,-1,3,0,-1,-1,1,3.8248629576173565,9451.0,9861.0
https://www.en.wikipedia.org/wiki/Brandon_Kolb,legitimate,46,3,0,0,1,4,1,0,0,0,0,0,0,0,37,0.0,en.wikipedia.org,,16.0,-1,0,-1,org,2,1,0,-1,2,0,-1,-1,1,3.452819531114783,9216.0,9496.0
http://suruburi-autoforante.ro/downloader_misc/template/install/MOBILE/mma/,phishing,75,1,0,1,1,8,1,0,0,0,0,0,0,0,63,0.0,suruburi-autoforante.ro,,23.0,1,0,-1,ro,0,1,0,-1,6,0,-1,1,1,3.44726249944121,5165.0,
http://13453765871837679316.googlegroups.com/attach/5ed5d019a6363180/docfile.htm?part=0.1&amp;view=1&amp;vt=ANaJVrHItotaI5mr7purE76m06Ka_W8XfrI31AXsZDPxwDwyuw2AbaRmQOuSthSceSV6vagCUNCoaNPqAnsmVHs0yOXsmL-mHQwtml7IDSokHZyivX-z27U,phishing,227,4,0,2,1,5,1,0,1,0,2,3,0,50,156,0.3184713375796178,13453765871837679316.googlegroups.com,,37.0,1,1,-1,com,1,1,0,-1,3,1,-1,-1,1,4.013111135723804,9170.0,9496.0
http://wphone3c.com/6ap7em,phishing,26,1,0,0,0,3,1,0,0,0,0,0,0,3,18,0.15789473684210525,wphone3c.com,,12.0,1,1,-1,com,0,1,0,-1,1,0,-1,-1,1,3.2516291673878226,,
https://www.consumerguideauto.howstuffworks.com/1995-to-2005-chevrolet-cavalier-6.htm,legitimate,85,4,0,5,0,3,1,0,0,0,0,0,0,9,63,0.140625,consumerguideauto.howstuffworks.com,,35.0,-1,0,-1,com,2,1,0,-1,1,1,-1,-1,1,3.976010789042101,10133.0,11687.0
http://www.easvarahospital.com/app/webroot/files/dhl/ecc06aeacdcc42022...,phishing,73,5,0,0,0,7,1,0,0,0,0,0,0,7,53,0.12962962962962962,easvarahospital.com,,19.0,1,0,-1,com,1,1,0,-1,5,1,-1,-1,1,3.616348566075164,4647.0,5113.0
https://www.192.com/atoz/people/jackson/bernice/,legitimate,48,2,0,0,0,7,1,0,0,0,0,0,0,3,35,0.08333333333333333,192.com,,7.0,-1,1,-1,com,1,1,0,-1,5,0,-1,-1,1,2.8073549220576037,10526.0,11687.0
https://www.wilsonsalmanac.com/book/sep3.html,legitimate,45,3,0,0,0,4,1,0,0,0,0,0,0,1,36,0.02702702702702703,wilsonsalmanac.com,,18.0,-1,0,-1,com,1,1,0,-1,2,0,-1,-1,1,3.239097917988786,4715.0,5113.0
http://j4gww2.myckck.in/,phishing,24,2,0,0,0,3,1,0,0,0,0,0,0,2,16,0.11764705882352941,j4gww2.myckck.in,,16.0,1,1,-1,in,1,1,0,-1,1,0,-1,-1,1,3.5,,
http://bonus.status-eth.top/,phishing,28,2,0,1,0,3,1,0,0,0,0,0,0,0,21,0.0,bonus.status-eth.top,,20.0,1,0,-1,top,1,1,0,-1,1,0,-1,1,1,3.3841837197791893,,
https://www.findarticles.com/p/articles/mi_m2838/is_4_37/ai_n6129670/,legitimate,69,2,0,0,4,8,1,0,0,0,0,0,0,14,40,0.34146341463414637,findarticles.com,,16.0,-1,0,-1,com,1,1,0,-1,6,0,-1,-1,1,3.75,9538.0,9861.0
https://www.sportsillustrated.cnn.com/baseball/mlb/players/5700/index.html,legitimate,74,4,0,0,0,7,1,0,0,0,0,0,0,4,58,0.06779661016949153,sportsillustrated.cnn.com,,25.0,-1,0,-1,com,2,1,0,-1,5,1,-1,-1,1,3.7834651896016473,11886.0,12417.0
https://www.rcanumberone.com/,legitimate,29,2,0,0,0,3,1,0,0,0,0,0,0,0,23,0.0,rcanumberone.com,,16.0,-1,0,-1,com,1,1,0,-1,1,0,-1,-1,1,3.25,42.0,365.0
http://aycilinsaat.com/7g6bubt7v?xFPABXf=VIkeQor,phishing,48,1,0,0,0,3,1,0,1,0,0,1,0,3,38,0.07692307692307693,aycilinsaat.com,,15.0,1,0,-1,com,0,1,1,-1,1,0,-1,-1,1,3.323231428797621,,
http://updconfs.com/78E8on/h1b.pac,phishing,34,2,0,0,0,4,1,0,0,0,0,0,0,4,23,0.16666666666666666,updconfs.com,,12.0,1,0,-1,com,0,1,0,-1,2,0,-1,-1,1,3.2516291673878226,,
http://etoc.biz/g766d4ft,phishing,24,1,0,0,0,3,1,0,0,0,0,0,0,4,15,0.25,etoc.biz,,8.0,1,0,-1,biz,0,1,0,-1,1,0,-1,-1,1,3.0,6873.0,6939.0
http://updat120.clanteam.com,phishing,28,2,0,0,0,2,1,0,0,0,0,0,0,3,20,0.14285714285714285,updat120.clanteam.com,,21.0,1,1,-1,com,1,1,0,-1,0,0,-1,-1,1,3.7849418274376427,7380.0,7670.0
https://www.moesrealm.com/mp3-music/CDs/jerry-cantrell-degradation-trip.php,legitimate,75,3,0,4,0,5,1,0,0,0,0,0,0,1,61,0.016129032258064516,moesrealm.com,,13.0,-1,0,-1,com,1,1,0,-1,3,0,-1,-1,1,3.0269868333592873,9476.0,9496.0
https://www.scottshaw.info/,legitimate,27,2,0,0,0,3,1,0,0,0,0,0,0,0,21,0.0,scottshaw.info,,14.0,-1,0,-1,info,1,1,0,-1,1,0,-1,-1,1,3.3787834934861753,,
https://www.telegraph.co.uk/culture/music/rockandpopfeatures/8794589/Adam-Cohen-his-fathers-son.html,legitimate,100,4,0,4,0,7,1,0,0,0,0,0,0,7,77,0.08974358974358974,telegraph.co.uk,,15.0,-1,0,-1,co.uk,1,1,0,-1,5,1,-1,-1,1,3.640223928941852,10842.0,10954.0
http://contentmagnetfortunes.com/banners/set2/MjVDUR.php,phishing,56,2,0,0,0,5,1,0,0,0,0,0,0,1,47,0.020833333333333332,contentmagnetfortunes.com,,25.0,1,0,-1,com,0,1,0,-1,3,0,-1,-1,1,3.463465189601647,,
https://www.genforum.genealogy.com/foster/all.html,legitimate,50,4,0,0,0,4,1,0,0,0,0,0,0,0,41,0.0,genforum.genealogy.com,,22.0,-1,0,-1,com,2,1,0,-1,2,1,-1,-1,1,3.5383105956150063,9924.0,10592.0
http://albel.intnet.mu/File/file_doc.php,phishing,40,3,0,0,1,4,1,0,0,0,0,0,0,0,31,0.0,albel.intnet.mu,,15.0,1,0,-1,mu,1,1,0,-1,2,0,-1,-1,1,3.240223928941852,11006.0,12579.0
http://beauty-plus.co.uk/tmp/https:/atendimento/,phishing,48,2,0,1,0,6,1,0,0,0,0,0,0,0,37,0.0,beauty-plus.co.uk,,17.0,1,0,1,co.uk,0,1,0,-1,4,0,-1,1,1,3.6901165175936645,7566.0,7670.0
http://generalgrass.com.br/Config/6cbfeebff87904ff1a2b19dfd0867a28/Up-dating.php,phishing,80,3,0,1,0,5,1,0,0,0,0,0,0,16,54,0.2909090909090909,generalgrass.com.br,,19.0,1,0,-1,com.br,0,1,0,-1,3,0,-1,-1,1,3.471354487013929,,
http://www.hyundaitanphu.vn/wp-content/themes/bazar/theme/templates/portfolios/simply/css/submit/048362caed2fc782f59f7d72e18fca92,phishing,129,2,0,1,0,12,1,0,0,0,0,0,0,19,94,0.2,hyundaitanphu.vn,,16.0,1,0,-1,vn,1,1,0,-1,10,0,-1,-1,1,3.327819531114783,,
https://www.wn.com/Memphis_Tigers_basketball,legitimate,44,2,0,0,2,3,1,0,0,0,0,0,0,0,36,0.0,wn.com,,6.0,-1,0,-1,com,1,1,0,-1,1,0,-1,-1,1,2.584962500721156,,
https://www.availableimages.com/celebs/c/christy-chung/pictures.html,legitimate,68,3,0,1,0,6,1,0,0,0,0,0,0,0,57,0.0,availableimages.com,,19.0,-1,0,-1,com,1,1,0,-1,4,0,-1,-1,1,3.4058222502856905,3752.0,4018.0
https://www.en.wikipedia.org/wiki/Guy_Street,legitimate,44,3,0,0,1,4,1,0,0,0,0,0,0,0,35,0.0,en.wikipedia.org,,16.0,-1,0,-1,org,2,1,0,-1,2,0,-1,-1,1,3.452819531114783,9216.0,9496.0
http://w3hostingserver.com/8g74crec?alouorwtfnn=ypvhgojxk,phishing,57,1,0,0,0,3,1,0,1,0,0,1,0,4,46,0.0851063829787234,w3hostingserver.com,,19.0,1,1,-1,com,0,1,0,-1,1,0,-1,-1,1,3.826874881864638,,
https://www.msn.foxsports.com/nfl/player/charles-johnson/469395,legitimate,63,3,0,1,0,6,1,0,0,0,0,0,0,6,46,0.1276595744680851,msn.foxsports.com,,17.0,-1,0,-1,com,2,1,0,-1,4,0,-1,-1,1,3.29277019393699,10103.0,10591.0
http://crisvera.com/~highbrai/gpoconstruye.com/cgi-bin/W.html,phishing,61,3,0,1,0,6,1,0,0,0,0,0,0,0,49,0.0,crisvera.com,,12.0,1,0,-1,com,0,1,0,-1,4,0,-1,-1,1,3.2516291673878226,7489.0,7670.0
http://mnfelfmffalmlabf.net /,phishing,29,1,0,0,0,3,1,0,0,0,0,0,0,0,23,0.0,mnfelfmffalmlabf.net,,20.0,1,0,-1,net,0,1,0,-1,1,0,-1,-1,1,2.965957320949175,,
https://www.adultdvdempire.com/24828/juliet-anderson-pornstars.html,legitimate,67,3,0,2,0,4,1,0,0,0,0,0,0,5,52,0.09433962264150944,adultdvdempire.com,,18.0,-1,0,-1,com,1,1,0,-1,2,0,-1,-1,1,3.6835423624332306,10402.0,10591.0
http://bjcurio.com/js/index.htm?ref=http://zkszuoqus.battle.net/d3/en/index,phishing,75,4,0,0,0,9,2,0,1,0,0,1,0,1,57,0.017241379310344827,bjcurio.com,,11.0,1,0,-1,com,0,1,0,-1,2,1,-1,-1,1,3.095795255000934,6565.0,6939.0
http://anemosananeosis.gr/js/ScreenDrop/,phishing,40,1,0,0,0,5,1,0,0,0,0,0,0,0,33,0.0,anemosananeosis.gr,,18.0,1,0,-1,gr,0,1,0,-1,3,0,-1,-1,1,3.155221528859512,,
https://modsquadgames.com/minecraft/wp-includes/x4d/121auto1secureRE/121auto1secureR/index.php?email=abuse@tcb-bank.com.tw,phishing,122,4,1,2,0,8,1,0,1,0,0,1,0,9,95,0.09375,modsquadgames.com,,17.0,-1,0,-1,com,0,1,0,-1,6,1,-1,-1,1,3.3371753411230767,3869.0,4383.0
http://offworldventures.com/eselenology/language/checkout_s_ccess1.html,phishing,71,2,0,0,2,5,1,0,0,0,0,0,0,1,60,0.01639344262295082,offworldventures.com,,20.0,1,0,-1,com,0,1,0,-1,3,0,-1,-1,1,3.784183719779189,8198.0,8400.0
http://howsenet.co.uk/blog/profile/,phishing,35,2,0,0,0,5,1,0,0,0,0,0,0,0,27,0.0,howsenet.co.uk,,14.0,1,0,-1,co.uk,0,1,1,-1,3,0,-1,-1,1,3.3787834934861753,8455.0,8766.0
https://www.lib.utexas.edu/maps/mcgraw_electric.html,legitimate,52,4,0,0,1,4,1,0,0,0,0,0,0,0,42,0.0,lib.utexas.edu,,14.0,-1,0,-1,edu,2,1,0,-1,2,1,-1,-1,1,3.3787834934861753,14848.0,14962.0
