url,type
https://www.stm.info/English/metro/a-m38.htm,legitimate
http://mahirmobilya.com/system/binni.htm,phishing
https://www.manta.com/c/mmlmf02/joseph-w-wiseman-cpa,legitimate
https://www.xxxbunker.com/katrina_kraven_cravin_sex,legitimate
https://www.beeradvocate.com/beer/profile/194,legitimate
https://www.192.com/atoz/people/pilsbury/roger/,legitimate
https://www.youtube.com/watch?v=ogzIhhDWfV8,legitimate
https://www.en.wikipedia.org/wiki/Artie_Ortego,legitimate
https://www.onoir.com/TO/frames.htm,legitimate
https://www.dog-health-guide.org/dogbladderproblems.html,legitimate
https://www.movies.nytimes.com/person/1049908/Al-Newman,legitimate
https://www.spoke.com/dir/p/rouleau/pierre,legitimate
http://tophostbg.net,phishing
http://www.yoto.co.za/webnet/recovery.htm,phishing
https://www.easymusicdownload.com/downloads/Joe+Pass,legitimate
https://0utlo0kwebapp18.editor.multiscreensite.com/preview/afe73b58?device=desktop,phishing
https://www.nndb.com/lists/028/000085770/,legitimate
http://id-update.system.apple.aspx.cmd.cgi.apple-id.apple.com.eu4.apid-4.com/tj7mkyiKkJsXpCmZkIAjUzlvVES3roZsOMpMyC15nWgm6L95bED3RXciGSYhRs0ho2qyJxzVpqSkIjZkzuoelJWUqovGFoUbkOei/,phishing
http://nonemsflaxjhi.pw/php/upload.php,phishing
https://www.thebeautifulmusic.com/blog/?p=850,legitimate
https://www.law.duke.edu/shell/cite.pl?17+Duke+Envtl.+L.+&+Pol'y+F.+209,legitimate
http://www.getiton.hants.org.uk:80/themes/front/img/ajax.php,phishing
http://nangelini.com/wp-content/themes/twentysixteen/template-parts/default/821f69c82d980439d00d5ce377d5730a/Snd/default/84553dfb68d37c1316fa08f21fa3b321/,phishing
http://www.helico.com/files/get_msg.html,phishing
http://wws.m3-santander.duckdns.org/ContaCorrente/index1.php,phishing
http://highpointrealtylv.com/wp-content/plugins/telekom/telekom_deutschland_gmbh,phishing
https://www.yasni.com/romualdo/check+people,legitimate
https://www.boards.straightdope.com/sdmb/archive/index.php/t-326742.html,legitimate
https://www.cccathedral.org/news.html,legitimate
http://spartanwore.com/ldl01srf/viewtopic.php,phishing
http://lbocfmddcnkaodcb.info /,phishing
http://caszinn.com/Adobe/index.html,phishing
https://www.whosampled.com/sample/view/9394/Jennifer%20Lopez-If%20You%20Had%20My%20Love%20(Darkchild%20Master%20Mix)_Michael%20Jackson-Liberian%20Girl/,legitimate
https://www.baseball-fever.com/showthread.php?55691-Smokey-Joe-Wood-vs.-Walter-Johnson-Who-Threw-Faster,legitimate
https://www.filecatch.com/?q=donnie+and+pal,legitimate
https://www.local.yahoo.com/info-17790748-notre-dame-de-sion-kansas-city,legitimate
https://www.guardian.co.uk/film/2011/mar/13/fair-game-sean-penn-plame,legitimate
http://Kinure-desrt.su/,phishing
http://vitalityxray.com,phishing
https://www.legacy.com/obituaries/azcentral/obituary.aspx?n=nathaniel-alexander-caldwell&pid=1056486,legitimate
https://www.en.wikipedia.org/wiki/Reg_Fleming,legitimate
http://groupeboum.com/wordpress/wp-content/plugins/css-ready-selectors/paypal/login/gs_gen/gs7b400bd953d3cf6ce1aea90319499cf1/?dispatch=iY5GbLOa7wyudNf7oNEkNokTUGALGqaYogFz1tK9ZjDd7SkvFZ,phishing
https://www.scottdetrow.wordpress.com/2010/07/09/corbett-the-jobs-are-there-but-some-purposely-staying-unemployed/,legitimate
https://www.whittard.co.uk/,legitimate
http://kaitystein.com/blog/profile/,phishing
https://www.openjurist.org/393/f3d/867/spencer-v-united-states-district-court-for-northern-district-of-california-1-30,legitimate
http://templateshop1.com/index/5548c688aaef8c1ead8067ca8b2a65bf,phishing
https://www.natluurtsema.wordpress.com/,legitimate
https://www.inhabitat.com/award-winning-pavegen-floor-tiles-will-use-energy-from-footsteps-to-light-up-uk-shopping-center/,legitimate
https://www.freerepublic.com/focus/f-news/2321592/posts,legitimate
http://wasscaltontuld.com/h/gate.php,phishing
https://www.daaveedee.com/product_info.php?products_id=100505&language=en,legitimate
https://www.file-extensions.org/slf-file-extension-jagged-alliance-2-game-file,legitimate
https://www.westslope.craigslist.org/pts/,legitimate
https://www.montrealgazette.com/news/McGill+students+want+apology+after+university+drops+accusations/5630607/story.html,legitimate
http://6dtxgqam4crv6rr6.tor2web.org,phishing
https://marketingsuite.verticalresponse.com/surveys/surveys/answer/anSiWKF46N_Is38aGcLPf-1cKnDeoyKtLK1o_TuIbkKo=,phishing
https://www.dailypornmovie.net/lara-roxx/index.html,legitimate
https://www.karmakagyu.org/about.html,legitimate
https://www.home.eckerd.edu/~oberhot/froy.htm,legitimate
http://previewdriveresource.com/2/auth/view/share/,phishing
http://kkohanidds.com/incfile/asset-file/8b777d663126a6bcb7648c81a4b5a5b7,phishing
http://paypal.konten-00x200-verifizerungs.com/508092/deutschland/prob/2576907987706/sicher/konto_validieren/anmelden.php,phishing
https://www.redi.rutgers.edu/,legitimate
http://www.paypal.com.https.myrademo.net/de/webapps/,phishing
https://www.rcga.org/news_details.aspx?ID=1432,legitimate
http://aaronmaxdesign.com/wordpress/wp-content/netvigator/update/products/id.php,phishing
http://pneusola.com.br/media/img/quote/excel/excel.php?rand=13InboxLightaspxn.1774256418&fid.4.1252899642&fid=1&fav.1&rand.13InboxLight.aspxn.1774256418&fid.1252899642&fid.1&fav.1&email=&.rand=13InboxLight.aspx?n=1774256418&fid=4#n=1252899642&fid=1&fav=1,phishing
http://undefined.it/HSBC_BANK-STORAGE.DATA/new_payment_document.html,phishing
https://www.thefullwiki.org/List_of_Slovenian_films,legitimate
http://phukien365.vn/page/page1/accountprofilecra/index.htm?bZAJ84zwi9aS3BdDLVEWHlTyf7nXIY0ucM2UovjRsPNCtpgQk6KFhGe1r5xOmq62752988268,phishing
https://www.schmid.members.1012.at/indexbibliocrr.htm,legitimate
https://www.nowrunning.com/celebrity/371/raveena-tandon/gallery.htm,legitimate
http://mail.us-westmail-undeliversystem.com/,phishing
https://www.music.msn.com/kate-mcgarrigle-tribute/review/feature/,legitimate
https://www.oaklandoaks.tripod.com/55beamon.html,legitimate
https://www.talkreviews.com/musiqueplus.com,legitimate
http://tcwebdesign.tech/docs/,phishing
https://www.facebook.com/pages/Freak-by-Nature-Nasty-by-Choice/285365041910,legitimate
http://abc-eco.com/photos/-/aplicativoonline.jsp.php,phishing
https://www.blog.mixonline.com/audiobites/2011/01/19/roger-nichols-needs-your-help/,legitimate
https://www.adagio.com/black/fujian_baroque.html,legitimate
https://www.ancestors-genealogy.com/vross/5870.html,legitimate
http://www.rodrigueweb.com/js/dropmail2016/,phishing
http://laser-services.fr/document/598b3ffe26c4ea5e5f75975a1a181a37/,phishing
https://www.askbiography.com/bio/KSHB-TV.html,legitimate
http://provincia.siracusa.it/Connections/it/cgi-bin/WebObjects/MyAppleId.woa/wa/directToSignInlocalang=it_IT/e4bd63feab4c3b0b049629e4ff5b234d/index.html,phishing
https://www.en.wikipedia.org/wiki/One_Night_at_McCool%27s,legitimate
http://weasafe.blogspot.com,phishing
https://www.westernautoun.com/,legitimate
http://ow.ly/pqBe30065me,phishing
https://www.theticketfactory.com/default/online/default.asp?doWork::WScontent::loadArticle=Load&BOparam::WScontent::loadArticle::article_id=EE2A4CF1-1587-47FD-B8F6-8831E525762F,legitimate
http://kuusesta.gjcapusa.com/?xXqAdLSVJRzPDoI=l3SKfPrfJxzFGMSUb-nJDa9BNUXCRQLPh4SGhKrXCJ-ofSih17OIFxzsmTu2KTKvgJQyfu0SaGyj1BKeO10hjoUeWF8Z5e3x1RSL2x3fipSA9weKZ14U_8GVHbQ63gv0yLlCccJ2wEXU4TJTyrxOWgkQsxgY0Q,phishing
https://www.kansascity.about.com/od/entertainmentattractions/u/Things_To_Do_Kansas_City.htm,legitimate
https://www.ericrobert.com/content.php?bios,legitimate
http://agelesswisdomforsexyoldbroads.com/H0ME/,phishing
https://tucarrera.mx/noticias.php,phishing
https://www.tunein.com/radio/KQED-FM-893-s1229/,legitimate
https://www.abbreviations.com/AFCU,legitimate
http://sriyaan.com/drive/documents.php,phishing
https://www.scroll.in,legitimate
https://www.mp3raid.com/music/black_parade.html,legitimate
https://www.freebase.com/view/en/montreal_expos,legitimate
http://ib.adnxs.com/tt?id=2598592&cb=1030629102&referrer=http%3A%2F%2Fsupportcentral.ge.com%2Fprocessmaps%2Fform_new_request.asp,phishing
https://www.people.forbes.com/profile/douglas-g-duncan/11239,legitimate
http://kronus.comehere.cz/mailme/d/scvr.php?e=abuse@gmail.com,phishing
http://www.hogarinfantilbellavista.com.co/2/,phishing
http://invoice.creatory.org/a/,phishing
https://www.vfw.org/Assistance/BDD-Site-Locations-and-Contacts/,legitimate
https://www.new.music.yahoo.com/ernie-halter/tracks/,legitimate
https://www.vh1.com/artists/az/tee_jay/artist.jhtml,legitimate
https://mminagaebonwe.com/better,phishing
http://61.147.107.109:8089/r.reg,phishing
https://www.flickr.com/photos/-eu/5932182025/,legitimate
https://george-rgallery.yolasite.com/,phishing
https://www.wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=aaa123&id=I6405,legitimate
https://www.yelp.ca/biz/altitude-sports-plein-air-montreal,legitimate
https://www.amazon.com/Fabriclive-45-Trak/dp/B001MIVU3U,legitimate
https://www.go-new-jersey.com/,legitimate
https://www.seminoles.com/sports/w-soccer/mtt/price_jessica00.html,legitimate
http://netherlands-icscards2016.it/Visa-en-MasterCard-Creditcard/login/25c572d0f4c149815433473b76a7404c/,phishing
https://www.carrollwoodcenter.org/art-exhibits.html,legitimate
https://www.nowpublic.com/texas_vs_oklahoma_red_river_shootout_pictures,legitimate
http://63.246.128.84/General-Config-Confirmation/9c2e9a6e237aa35580d58508eacecdb5/3d19440f8b5bf130eb12e1e0e012c5a9/e515d8e93d43a401f38cb98130155638/bed32c18a2c3b7f8081b9dfbee69389f/f1f8dc91767d40eda7c7cd315177b09a/,phishing
http://neildekoker.com/becconsulting/,phishing
https://www.spokeo.com/Robert+Boone,legitimate
https://www.hdl.loc.gov/loc.pnp/hhh.pa3755,legitimate
https://www.jrtempler.com/,legitimate
http://www.imcreator.com/viewer/vbid-fa0f29d5-fpsjmms8,phishing
http://mortezare.ir/neww/wr/cd/verification.php,phishing
https://belyurist.by/img/,phishing
https://www.worthpoint.com/worthopedia/1935-original-alvin-creepy-karpis-fbi-132395098,legitimate
http://yakugyoufukushikyousaikai.com/fb8rmu,phishing
http://barradeabogadosmorelos.org/zaza/updateY!.html,phishing
http://webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=fcca56402377989e6cad1882ceb72168fcca56402377989e6cad1882ceb72168,phishing
http://mundopanelpalma.com/components/com_mailto/controller/?Canal=asd,phishing
https://www.artistdirect.com/artist/david-benoit/403216,legitimate
https://www.blogs.wsj.com/speakeasy/2009/12/05/john-paul-jones-from-led-zeppelin-to-them-crooked-vultures/,legitimate
http://www.ids-slo.com/images/s/latest/boxMrenewal.php,phishing
https://aspocres.000webhostapp.com/scures.htm,phishing
https://www.aabts.org/mileage/?year=2009,legitimate
http://w-reia.com/recmmd/,phishing
http://philadelphiahoagieco.com/24,phishing
https://www.ecb.org/surf/fur.htm,legitimate
http://gesco-sa.cl/flash/outlook/login.srf.htm,phishing
https://goo.gl/oezqhN,phishing
http://360a296ea1e0abb38f1080f5e802fb4b.html,phishing
https://www.girouard.org/cgi-bin/display_surname.pl?surname=Cormier,legitimate
http://trudimayerfilms.com/images/nwebs/webmail/,phishing
https://www.audi-mirando.blogspot.com/,legitimate
https://www.mylife.com/c-742421759,legitimate
http://www.sanmartinospeme.it/home/admin/Doc/pvalidate.html,phishing
https://www.latimesblogs.latimes.com/entertainmentnewsbuzz/2009/08/redbox-sues-warner-home-video.html,legitimate
http://www.freexboxredeemcodes.com/wp-content/plugins/4297784584/543513585684532/,phishing
https://www.groups.google.com/group/can.jobs/msg/5ed65dadc9818c9b,legitimate
http://tdhcommunications.com/c/,phishing
https://www.linkedin.com/company/tv-guide-channel,legitimate
http://karadyma.com/package/KfQAkff/,phishing
http://rikuzentakata-mpf.org/67fgbcni?sdsmavev=ivibaj,phishing
https://www.muppet.wikia.com/wiki/Warner_Bros._Records,legitimate
http://tryfindurwayback.tk/oboy/cp.php?m=login,phishing
http://sarkanykard.hu/templates/siteground-j15-160/A50.html,phishing
http://eskihurdabilgisayar.com/wp-includes/Invoice/dropbox4/dropbox/dropbox/dropbox/index.php,phishing
http://prandodiamantados.com.br/iya/global/contact.html,phishing
https://www.nosorigines.qc.ca/genealogielistfirstname.aspx?ancestor=3&Family=Lajeunesse_663&lng=en,legitimate
http://nowina.info,phishing
https://www.getcited.org/dept/1010340,legitimate
http://i-to.cc/zX4FA,phishing
http:// intent.nofrillspace.com/users/web11_focus/4307/space.gif,phishing
http://f.gj555.net/download/setups83563.exe,phishing
http://denzil.com.au/dvz1q68,phishing
https://www.dillyletterjackets.com/,legitimate
http://worldpostjournal.com/entry/russian-jet-intercepts-us-navy-plane_us_053968/,phishing
https://www.aadet.com/article/phoneme,legitimate
http://stcroixlofts.com/inc/manager/config/auth/log/eff2cdf698ed565f3a34b91cee02f12aZDdjYWIyODNkMTE4YTZmN2VmZTU4NWVlMDcxNDk0MjI=/resolution/websc_login/,phishing
https://www.en.wikipedia.org/wiki/Frank_Duffy_(baseball),legitimate
http://www.fungist.net/MusicJukebox/goodlink/nD/...,phishing
http://shopper.bid/bookmark/ii.php?email=abuse@claymount.com,phishing
http://josetiago.com/zz/Optus.html,phishing
https://www.tvwiki.tv/wiki/1976_Summer_Olympics,legitimate
http://rafal.zagorny.net/wp-content/interrupt.php?to=guiromelans&amp;notification=5ff11f837481d45f5649925542487,phishing
https://www.blogto.com/sports_play/2009/07/in_photos_honda_indy_2009/,legitimate
https://www.en.wikipedia.org/wiki/List_of_first_overall_Major_League_Soccer_draft_picks,legitimate
https://www.en.wikipedia.org/wiki/Mexican_national_football_team,legitimate
http://file.maepass.net/logout.php,phishing
https://www.worldpress.org/africa/1561.cfm,legitimate
http://bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref=http://hnhxwchus.battle.net/d3/en/index&app=com-d3,phishing
https://www.spoke.com/info/pk0QOF/GerryFrappier,legitimate
http://wkj.waw.pl/includes/wbber/ir.htm,phishing
http://lpmxp2004.com,phishing
http://www.ankarasoveyapi.com/Cesc/bookmark/index.php?.randInboxLight.aspx?n74256418&amp,phishing
https://www.buddytv.com/articles/wicked-wicked-games/profile/debbe-dunning.aspx,legitimate
http://198.100.122.66/Pictures/jpg_140430.24.jpg,phishing
http://ajurveda.meganet.lt/GHBuyd472,phishing
http://usedtextilemachinerylive.com/obeyg,phishing
https://www.uk.ask.com/wiki/Schmidt_&_Bender,legitimate
http://stat=LOAD-ERROR,phishing
https://www.summervillefuneralhome.com/obits/summerville/2008%20obits/orville_linneman.htm,legitimate
https://www.ndaco.org/?id=76&page=Interactive+Map,legitimate
https://www.en.wikipedia.org/wiki/2009_Portland_Timbers_season,legitimate
http://papercuts.info/SocialMedia/java.exe,phishing
http://pacifictutoring.org.au/Easyweb%20TD%20Bank%20Trust%20Canada%20O...,phishing
http://trustgroupghana.com/mailupdate/?wa=tryyfs5546666&amp,phishing
http://apkmandroid.com/2015/10/60.html,phishing
https://www.drkevinbond.com/,legitimate
https://www.citizendia.org/Paul_Smith,legitimate
https://www.linkedin.com/pub/lisa-brown/5/458/859,legitimate
https://www.amazon.co.uk/No-Ladies-Detective-Agency-DVD/dp/B001TEKJX4,legitimate
https://sites.google.com/view/vdmj8oi45/,phishing
http://www.comparesmsf.com.au/includes/red/index.php,phishing
https://www.forumjar.com/list/340,legitimate
http://centerstdiamond.16mb.com/Panel/Panel/,phishing
https://www.v-twinforum.com/forums/religion-politics/116025-social-security.html,legitimate
https://www.movieworlds.com/personenf.php,legitimate
https://www.popwreckoning.com/2011/03/24/hidden-pictures-to-release-debut-full-length-synchronized-sleeping-april-1-at-the-brick/,legitimate
https://www.facebook.com/people/Terrell-Lowery/100000215000497,legitimate
https://www.bigbrotherlivefeeds.com/?p=899,legitimate
https://www.sing365.com/music/lyric.nsf/Judgement-Day-lyrics-Esham/5B09ABD693C4A04A48256DF700247D8E,legitimate
http://mobatory.com/8jxjj7ifv3055xytz5ih3o130iar6rf9,phishing
http://www.uniserwis.biz/js/ca/googledoc/wr/cd/,phishing
http://icclicks.com/076wc?HMCmyltGPSp=hhCKMfclv,phishing
http://amerikanservisi.com/,phishing
http://91.239.25.40:6892,phishing
http://tiocelso.com/dhl/tracking.pdf,phishing
https://www.veromi.com/Ted-Connolly.aspx,legitimate
http://loja.likekits.com.br/account/login,phishing
https://www.johnsoncountywrongfuldeath.com/,legitimate
https://www.ellisisland.org/shipping/FormatTripPass.asp?sship=Main&BN=P00247-4&lineshipid=530&shipid=,legitimate
http://mkico.com/verify/index.htm,phishing
https://www.nepean.darcymcgees.com/home,legitimate
http://prosistech.net/wp/wp-content/plugins/wpsecone/microsoft.secure.encryptedmail.service.login/763528482739423908665316258358992185381/,phishing
https://sites.google.com/site/apcroverpeges/,phishing
http://www.imperasti.com/trottle/,phishing
https://www.imdb.com/name/nm0476064/bio,legitimate
https://www.statsheet.com/mcb/players/player/morgan-state/rasheed-sparks,legitimate
https://www.bellaonline.com/articles/art28325.asp,legitimate
https://www.lourdesmunoz.blogspot.com/,legitimate
http://austinhearingcares.com/driven/auth/view/share,phishing
http://softwaregolower.com/rddt0z,phishing
https://1359940.fls.doubleclick.net/activityi;src=1359940;type=email153;cat=al,phishing
http://duelrid.com/b9m1t,phishing
https://www.locateadoc.com/doctors/dentistry/issaquah-wa.html,legitimate
https://www.panjiva.com/Hydro-Quebec/2337787,legitimate
http://santandersuperbonus.com.br/tag/viagens/feed/,phishing
http://blacked.co.in/chuks/server/cp.php?m=login,phishing
https://www.tokyoexpress.me/,legitimate
https://www.classmates.com/yearbooks/Coronado-High-School/95433,legitimate
http://www.bkdentalarts.com/bbs/wp-includes/pussy/test/PP_V2_UPDATE_1/a272afd5a90d58e8790fb55fb9b7c278/post3.php?dispatch,phishing
https://www.travel.yahoo.com/p-travelguide-2982907-mainstreet_theatre_michigan_city-i,legitimate
http://243434.pe.hu/log1.php,phishing
https://ferrysdecuba.com/870.909.809.769.657/,phishing
http://dedivan.ru/index.php?productID=143,phishing
http://adicon.com.cn/images/qkfiles/201507/Home/07435316930a50578f2117...,phishing
http://partybus.ca/wp-includes/pomo/docx/index.php,phishing
http://diamond35.ru/mail/pm.dll,phishing
https://www.ussoccer.com/News/Lamar-Hunt-U-S-Open-Cup/2007/01/2007-Lamar-Hunt-U-S-Open-Cup-Structure-Finalized.aspx,legitimate
https://www.pipl.com/directory/people/Gregory/Elias,legitimate
https://www.spokeo.com/Bernard+Poulin,legitimate
